"Resource ID","Resource year","ID","Number"
"Durrell","2018","695.0","1"
"Durrell","2018","696.0","1"
"Durrell","2018","703.0","1"
"Durrell","2018","705.0","1"
"Durrell","2018","707.0","1"
"Durrell","2018","710.0","1"
"Durrell","2018","698.0","1"
"Durrell","2018","699.0","1"
"Durrell","2018","706.0","1"
"Durrell","2018","709.0","1"
"Durrell","2018","713.0","1"
"Durrell","2018","716.0","1"
"Durrell","2018","717.0","1"
"Eash et al.","2019","671.0","1"
"Eash et al.","2019","672.0","1"
"Eash et al.","2019","662.0","1"
"Eash et al.","2019","663.0","1"
"Eash et al.","2019","677.0","1"
"Echeverria & Terton","2016","1343.0",
"Echeverria & Terton","2016","1344.0",
"Echeverria & Terton","2016","1345.0",
"Echeverria & Terton","2016","1349.0",
"Echeverria & Terton","2016","1353.0",
"Echeverria & Terton","2016","1354.0",
"Echeverria & Terton","2016","1355.0",
"Echeverria & Terton","2016","1356.0",
"Echeverria & Terton","2016","1357.0",
"Echeverria & Terton","2016","1424.0",
"Eitzinger et al.","2012","643.0","1"
"Eitzinger et al.","2012","644.0","1"
"Eitzinger et al.","2012","645.0","1"
"Eitzinger et al.","2012","651.0","1"
"Eitzinger et al.","2012","660.0","1"
"Eitzinger et al.","2012","661.0","1"
"Eitzinger et al.","2012","662.0","1"
"Eitzinger et al.","2012","663.0","1"
"Eitzinger et al.","2012","669.0","1"
"Eitzinger et al.","2012","670.0","1"
"Eitzinger et al.","2012","671.0","1"
"Eitzinger et al.","2012","672.0","1"
"Eitzinger et al.","2012","676.0","1"
"Eitzinger et al.","2012","679.0","1"
"Eitzinger et al.","2012","685.0","1"
"Eitzinger et al.","2012","686.0","1"
"Eitzinger et al.","2012","687.0","1"
"Eitzinger et al.","2012","625.0","1"
"Eitzinger et al.","2012","626.0","1"
"Eitzinger et al.","2012","631.0","1"
"Eitzinger et al.","2012","642.0","1"
"Eitzinger et al.","2012","649.0","1"
"Eitzinger et al.","2012","650.0","1"
"Eitzinger et al.","2012","654.0","1"
"Eitzinger et al.","2012","656.0","1"
"Eitzinger et al.","2012","659.0","1"
"Eitzinger et al.","2012","674.0","1"
"Eitzinger et al.","2012","675.0","1"
"Eitzinger et al.","2012","680.0","1"
"Eitzinger et al.","2012","681.0","1"
"Eitzinger et al.","2012","682.0","1"
"Eitzinger et al.","2012","691.0","1"
"ESCAP","2018","106.0","1"
"ESCAP","2020","134.0",
"Fang et al.","2020","1292.0","1"
"FAO & UNICEF EAPRO","2021","146.0",
"FAO","2015","1441.0","1"
"FAO","2015","586.0","1"
"FAO","2015","1496.0","1"
"FAO","2015","1497.0","1"
"FAO","2015","1425.0","1"
"FAO","2015","1477.0","1"
"FAO","2015","1478.0","1"
"FAO","2015","1479.0","1"
"FAO","2015","1485.0","1"
"FAO","2017","124.0","1"
"FAO","2018","151.0","1"
"FAO","2018","152.0","1"
"FAO","2018","156.0","1"
"FAO","2018","157.0","1"
"FAO","2018","179.0","1"
"FAO","2018","188.0","1"
"FAO","2018","191.0","1"
"FAO","2018","191.0","1"
"FAO","2018","198.0","1"
"FAO","2018","185.0","1"
"FAO","2019","453.0","1"
"FAO","2021","1305.0","1"
"FAO","2021","1306.0","1"
"FAO","2022","1105.0","1"
"FAO","2022","1283.0","1"
"FAO","2022","1295.0","1"
"FAO","2022","1307.0","1"
"FAO","2022","1311.0","1"
"FAO","2022","1329.0","1"
"Fay et al.","2017","335.0","1"
"Feld and Galiani","2015","595.0","1"
"Feld and Galiani","2015","291.0","1"
"Feld and Galiani","2015","293.0","1"
"Feld and Galiani","2015","294.0","1"
"Feld and Galiani","2015","296.0","1"
"Feld and Galiani","2015","300.0","1"
"Feld and Galiani","2015","307.0","1"
"Feld and Galiani","2015","309.0","1"
"Feld and Galiani","2015","311.0","1"
"Fernando","2006","279.0","1"
"Ferraro et al.","2015","1696.0","1"
"Ferrise et al.","2013","851.0","1"
"Fiebig-Wittmaack et al.","2011","476.0","1"
"Finlayson et al.","2019","69.0","1"
"Finlayson et al.","2019","70.0","1"
"Finlayson et al.","2019","120.0","1"
"Fisher et al.","2015","1320.0","1"
"Flintan et al.","2022","1626.0","1"
"Gardner et al.","2014","465.0","1"
"Garrett et al.","2017","453.0","1"
"Garrett et al.","2017","462.0","1"
"Garrity et al.","2012","1474.0","1"
"Garrity et al.","2012","1475.0","1"
"Garrity et al.","2012","816.0","1"
"Garrity et al.","2012","831.0","1"
"Gautam et al .","2013","100.0",
"GEPA","2017","1687.0","1"
"GEPA","2017","1735.0","1"
"Godde et al.","2021","101.0","1"
"Godoy","2015","576.0",
"Godoy","2015","577.0",
"GOM","2014","404.0",
"Gourdji et al.","2015","616.0","1"
"Gourdji et al.","2015","617.0","1"
"Gourdji et al.","2015","619.0","1"
"Gourdji et al.","2015","647.0","1"
"Gourdji et al.","2015","653.0","1"
"Gourdji et al.","2015","657.0","1"
"Gourdji et al.","2015","659.0","1"
"Gourdji et al.","2015","664.0","1"
"Gourdji et al.","2015","666.0","1"
"Gourdji et al.","2015","669.0","1"
"Gourdji et al.","2015","670.0","1"
"Gourdji et al.","2015","673.0","1"
"Gourdji et al.","2015","676.0","1"
"Gourdji et al.","2015","630.0","1"
"Gourdji et al.","2015","632.0","1"
"Gourdji et al.","2015","655.0","1"
"Gourdji et al.","2015","665.0","1"
"Govind","2022","694.0","1"
"Govind","2022","710.0","1"
"Govind","2022","735.0","1"
"Govind","2022","743.0","1"
"Govind","2022","696.0","1"
"Govind","2022","697.0","1"
"Govind","2022","726.0","1"
"Govind","2022","730.0","1"
"Govind","2022","738.0","1"
"Govind","2022","742.0","1"
"Govind","2022","752.0","1"
"Govind","2022","754.0","1"
"Govind","2022","758.0","1"
"Haarhoff et al.","2020","1552.0","1"
"Hagen et al.","2022","563.0","1"
"Hagen et al.","2022","567.0","1"
"Hagen et al.","2022","564.0","1"
"Hagen et al.","2022","566.0","1"
"Harvey et al.","2018","641.0","1"
"Harvey et al.","2018","653.0","1"
"Harvey et al.","2018","656.0","1"
"Harvey et al.","2018","676.0","1"
"Harvey et al.","2018","616.0","1"
"Harvey et al.","2018","617.0","1"
"Harvey et al.","2018","618.0","1"
"Harvey et al.","2018","619.0","1"
"Harvey et al.","2018","620.0","1"
"Harvey et al.","2018","623.0","1"
"Harvey et al.","2018","624.0","1"
"Harvey et al.","2018","627.0","1"
"Harvey et al.","2018","628.0","1"
"Harvey et al.","2018","633.0","1"
"Harvey et al.","2018","634.0","1"
"Harvey et al.","2018","635.0","1"
"Harvey et al.","2018","643.0","1"
"Harvey et al.","2018","645.0","1"
"Harvey et al.","2018","651.0","1"
"Harvey et al.","2018","652.0","1"
"Harvey et al.","2018","653.0","1"
"Harvey et al.","2018","658.0","1"
"Harvey et al.","2018","661.0","1"
"Harvey et al.","2018","664.0","1"
"Harvey et al.","2018","666.0","1"
"Harvey et al.","2018","667.0","1"
"Harvey et al.","2018","668.0","1"
"Harvey et al.","2018","670.0","1"
"Harvey et al.","2018","673.0","1"
"Harvey et al.","2018","679.0","1"
"Harvey et al.","2018","683.0","1"
"Harvey et al.","2018","684.0","1"
"Harvey et al.","2018","686.0","1"
"Harvey et al.","2018","687.0","1"
"Harvey et al.","2018","689.0","1"
"Harvey et al.","2018","690.0","1"
"Hellin et al.","2020","149.0","1"
"Hellin et al.","2020","150.0","1"
"Hellin et al.","2020","151.0","1"
"Hellin et al.","2020","210.0","1"
"Hellin et al.","2020","1095.0","1"
"Hellin et al.","2020","1117.0","1"
"Hepp et al.","2019","194.0","1"
"Hepp et al.","2019","179.0","1"
"Hepp et al.","2019","188.0","1"
"Hepp et al.","2019","198.0","1"
"Hepp et al.","2019","203.0","1"
"Hepp et al.","2019","212.0","1"
"Herrero et al.","2016","1579.0","1"
"Herrero et al.","2016","1620.0","1"
"Herrero et al.","2016","1581.0","1"
"Herrero et al.","2016","1613.0","1"
"Herrero et al.","2016","1622.0","1"
"Herrero et al.","2016","1623.0","1"
"Herrero et al.","2016","1624.0","1"
"Herrero et al.","2016","1625.0","1"
"Herrero et al.","2016","1631.0","1"
"Herrero et al.","2016","1632.0","1"
"Herrero et al.","2016","1640.0","1"
"Herrero et al.","2016","1641.0","1"
"Herrero et al.","2016","1642.0","1"
"Herrero et al.","2016","1647.0","1"
"Herrero et al.","2016","1162.0","1"
"Herrero et al.","2016","1167.0","1"
"Herrero et al.","2016","1169.0","1"
"Herrero et al.","2016","1170.0","1"
"Herrero et al.","2016","1171.0","1"
"Herrero et al.","2016","1173.0","1"
"Herrero et al.","2016","1212.0","1"
"Herrero et al.","2016","1215.0","1"
"Herrero et al.","2016","1216.0","1"
"Herrero et al.","2016","1227.0","1"
"Herrero et al.","2016","1228.0","1"
"Herrero et al.","2016","1229.0","1"
"Herrero et al.","2016","1233.0","1"
"Herrero et al.","2016","1257.0","1"
"Herrero et al.","2016","1261.0","1"
"Hiwasaki et al.","2016","180.0","1"
"Hossain et al.","2020","1076.0","1"
"Huang et al.","2016","934.0","1"
"Hughes","2014","1193.0","1"
"Hughes","2014","1230.0","1"
"Hughes","2014","1253.0","1"
"Hutchinson et al.","2013","596.0","1"
"Hutchinson et al.","2013","602.0","1"
"Hyman et al.","2016","692.0","1"
"Hyman et al.","2016","695.0","1"
"Hyman et al.","2016","696.0","1"
"ICARDA","2021","696.0","1"
"ICARDA","2021","698.0","1"
"ICARDA","2021","699.0","1"
"ICARDA","2021","726.0","1"
"ICARDA","2021","746.0","1"
"ICARDA","2021","747.0","1"
"ICRC","2021","73.0","1"
"IDB","2021","353.0","1"
"IFAD","2022","140.0","1"
"IFAD","2022","141.0","1"
"IICA","2017","247.0","1"
"IICA","2017","272.0","1"
"IICA","2017","272.0","1"
"IICA","2017","278.0","1"
"IICA","2017","282.0","1"
"IICA","2017","283.0","1"
"IICA","2017","283.0","1"
"ILRI","2013","1170.0","1"
"ILRI","2013","1240.0","1"
"ILRI","2013","1254.0","1"
"Imbach et al.","2017","685.0","1"
"Imbach et al.","2017","617.0","1"
"Imbach et al.","2017","618.0","1"
"Imbach et al.","2017","619.0","1"
"Imbach et al.","2017","620.0","1"
"Imbach et al.","2017","633.0","1"
"Imbach et al.","2017","644.0","1"
"Imbach et al.","2017","644.0","1"
"Imbach et al.","2017","675.0","1"
"Imbach et al.","2017","676.0","1"
"Imbach et al.","2017","685.0","1"
"Imbach et al.","2017","629.0","1"
"Imbach et al.","2017","637.0","1"
"Imbach et al.","2017","646.0","1"
"Imbach et al.","2017","657.0","1"
"IMF","2017","276.0","1"
"IMF","2020","1321.0","1"
"IMF","2020","1321.0","1"
"IMF","2020","1334.0","1"
"IMF","2020","1334.0","1"
"INDC","2016","984.0","1"
"Innocent et al.","2020","1317.0","1"
"IPCC","2014","965.0","1"
"IPCC","2014","967.0","1"
"IPCC","2022","149.0","1"
"IPCC","2022","150.0","1"
"IPCC","2022","151.0","1"
"IPCC","2022","156.0","1"
"IPCC","2022","160.0","1"
"IPCC","2022","167.0","1"
"IPCC","2022","616.0","1"
"IPCC","2022","617.0","1"
"IPCC","2022","618.0","1"
"IPCC","2022","619.0","1"
"IPCC","2022","692.0","1"
"IPCC","2022","1087.0","1"
"IPCC","2022","1088.0","1"
"IPCC","2022","1089.0","1"
"IPCC","2022","421.0","1"
"IPCC","2022","422.0","1"
"IPCC","2022","423.0","1"
"IPCC","2022","424.0","1"
"IPCC","2022","425.0","1"
"IPCC","2022","426.0","1"
"IPCC","2022","431.0","1"
"IPCC","2022","432.0","1"
"IPCC","2022","621.0","1"
"IPCC","2022","1486.0","1"
"IPCCC","2022","1510.0","1"
"Iris and Hazel","2017","244.0","1"
"Iris and Hazel","2017","249.0","1"
"Iris and Hazel","2017","245.0","1"
"Iris and Hazel","2017","235.0","1"
"Iris and Hazel","2017","239.0","1"
"Jabara et al.","2009","1279.0","1"
"Jabara et al.","2009","1285.0","1"
"Jobbins and Henley","2015","692.0","1"
"Jobbins and Henley","2015","696.0","1"
"Jobbins and Henley","2015","732.0","1"
"Jobbins and Henley","2015","736.0","1"
"Jobbins and Henley","2015","758.0","1"
"Jobbins and Henley","2015","730.0","1"
"Jobbins and Henley","2015","693.0","1"
"Jobbins and Henley","2015","694.0","1"
"Jobbins and Henley","2015","695.0","1"
"Jobbins and Henley","2015","712.0","1"
"Jordan and Speelman","2020","593.0","1"
"Jordan and Speelman","2020","594.0","1"
"Jordan and Speelman","2020","595.0","1"
"Jordan and Speelman","2020","601.0","1"
"Jordan and Speelman","2020","612.0","1"
"Juswanto and Zulfiqar","2016","104.0","1"
"Kabede et al.","2021","1198.0","1"
"Kabede et al.","2021","1214.0","1"
"Kabede et al.","2021","1218.0","1"
"Kabede et al.","2021","1219.0","1"
"Kabede et al.","2021","1232.0","1"
"Kabede et al.","2021","1233.0","1"
"Kabede et al.","2021","1237.0","1"
"Kabede et al.","2021","1250.0","1"
"Kabede et al.","2021","1251.0","1"
"Kabede et al.","2021","1252.0","1"
"Kandji et al.","2006","1167.0","1"
"Kandji et al.","2006","1257.0","1"
"Kibria and Haroon","2017","1093.0","1"
"Kibria and Haroon","2017","1091.0","1"
"Kibria and Haroon","2017","1102.0","1"
"Kibria and Haroon","2017","1103.0","1"
"Kirby","2022","1163.0","1"
"Kirby","2022","1185.0","1"
"Kirby","2022","1218.0","1"
"Kirby","2022","1266.0","1"
"Kirby","2022","1267.0","1"
"Knox et al.","2012","1393.0","1"
"Kombat et al.","2021","1294.0","1"
"Korres et al.","2017","190.0","1"
"Krishna et al.","2022","1061.0","1"
"Lambrano et al.","2020","580.0","1"
"Lambrano et al.","2020","594.0","1"
"Lambrano et al.","2020","599.0","1"
"Lambrano et al.","2020","601.0","1"
"Lambrano et al.","2020","602.0","1"
"Lambrano et al.","2020","603.0","1"
"Lambrano et al.","2020","612.0","1"
"Lambrano et al.","2020","574.0","1"
"Lambrano et al.","2020","581.0","1"
"Lambrano et al.","2020","591.0","1"
"Lambrano et al.","2020","598.0","1"
"Lambrano et al.","2020","604.0","1"
"Landicho et al.","2019","192.0","1"
"Landicho et al.","2019","214.0","1"
"Landicho et al.","2019","219.0","1"
"Landicho et al.","2019","220.0","1"
"Landicho et al.","2019","161.0","1"
"Landicho et al.","2019","207.0","1"
"Landicho et al.","2019","208.0","1"
"Landicho et al.","2019","213.0","1"
"Landicho et al.","2019","222.0","1"
"Landicho et al.","2019","232.0","1"
"Le Toan et al.","2021","2.0","1"
"Le Toan et al.","2021","5.0","1"
"Le Toan et al.","2021","6.0","1"
"Lee & Dang","2016","3.0",
"Lemma and Megersa","2021","1427.0","1"
"Lemma and Megersa","2021","1429.0","1"
"Lemma and Megersa","2021","1440.0","1"
"Lemma and Megersa","2021","1441.0","1"
"Lemma and Megersa","2021","1452.0","1"
"Lemma and Megersa","2021","1453.0","1"
"Lemma and Megersa","2021","1471.0","1"
"Lemma and Megersa","2021","1474.0","1"
"Lemma and Megersa","2021","1475.0","1"
"Lemma and Megersa","2021","1479.0","1"
"Lemma and Megersa","2021","1484.0","1"
"Lewis et al.","2018","763.0","1"
"Lewis et al.","2018","764.0","1"
"Lewis et al.","2018","773.0","1"
"Lewis et al.","2018","801.0","1"
"Lewis et al.","2018","818.0","1"
"Lewis et al.","2018","820.0","1"
"Lewis et al.","2018","821.0","1"
"Lewis et al.","2018","844.0","1"
"Lewis et al.","2018","845.0","1"
"Ling et al.","2015","8.0","1"
"Ling et al.","2015","43.0","1"
"Lobell et al.","2011","1510.0","1"
"Lopez‑Ridaura et al.","2021","657.0","1"
"Lopez‑Ridaura et al.","2021","660.0","1"
"López-Carr","2021","440.0","1"
"López-Carr","2021","442.0","1"
"López-Carr","2021","453.0","1"
"Maeda et al.","2020","461.0","1"
"Maeda et al.","2020","420.0","1"
"Maeda et al.","2020","460.0","1"
"Maeda et al.","2020","466.0","1"
"Maeda et al.","2020","467.0","1"
"Magar et al.","2022","1031.0","1"
"Magar et al.","2022","1049.0","1"
"Magar et al.","2022","1067.0","1"
"Magar et al.","2022","1082.0","1"
"Magar et al.","2022","1083.0","1"
"Mahmoud","2021","852.0","1"
"Mainuddin et al.","2022","1090.0","1"
"Mainuddin et al.","2022","1106.0","1"
"Mainuddin et al.","2022","1107.0","1"
"Mainuddin et al.","2022","1127.0","1"
"Mar et al.","2018","173.0","1"
"Mar et al.","2018","184.0","1"
"Mar et al.","2018","209.0","1"
"Mar et al.","2018","211.0","1"
"Mar et al.","2018","220.0","1"
"Mar et al.","2018","158.0","1"
"Mar et al.","2018","163.0","1"
"Mar et al.","2018","164.0","1"
"Mar et al.","2018","169.0","1"
"Mar et al.","2018","226.0","1"
"Mar et al.","2018","229.0","1"
"Marengo et al.","2018","420.0","1"
"Marengo et al.","2018","421.0","1"
"Marengo et al.","2018","422.0","1"
"Marengo et al.","2018","425.0","1"
"Marengo et al.","2018","426.0","1"
"Marengo et al.","2018","431.0","1"
"Marengo et al.","2018","432.0","1"
"Marengo et al.","2018","440.0","1"
"Marengo et al.","2018","442.0","1"
"Marengo et al.","2018","448.0","1"
"Marengo et al.","2018","453.0","1"
"Marengo et al.","2018","455.0","1"
"Maritz et al.","2019","1319.0","1"
"Mataya et al.","2020","1331.0","1"
"Mekuria & Mekonnen","2018","1343.0",
"Mekuria & Mekonnen","2018","1344.0",
"Mekuria & Mekonnen","2018","1345.0",
"Mekuria & Mekonnen","2018","1349.0",
"Mekuria & Mekonnen","2018","1357.0",
"Mekuria & Mekonnen","2018","1404.0",
"Mekuria & Mekonnen","2018","1424.0",
"Melissa et al.","2017","331.0","1"
"Melissa et al.","2017","361.0","1"
"Mertz et al.","2008","1574.0","1"
"Mertz et al.","2008","1576.0","1"
"Messina et al.","2014","363.0","1"
"Meza et al.","2012","601.0","1"
"Ministry of Agriculture, Livestock and Food Supply","2021","426.0","1"
"Ministry of Agriculture, Livestock and Food Supply","2021","460.0","1"
"Ministry of Agriculture, Livestock and Food Supply","2021","461.0","1"
"Ministry of Foreign Affairs","2018","1140.0","1"
"Ministry of Foreign Affairs","2018","1127.0","1"
"Ministry of Foreign Affairs","2018","1133.0","1"
"Ministry of Foreign Affairs","2018","1149.0","1"
"Mishra et al.","2021","1045.0","1"
"Mishra et al.","2021","1054.0","1"
"Mishra et al.","2021","1067.0","1"
"Mishra et al.","2021","1050.0","1"
"Mishra et al.","2021","1051.0","1"
"Mishra et al.","2021","1055.0","1"
"Mishra et al.","2021","1059.0","1"
"Mishra et al.","2021","1060.0","1"
"Mishra et al.","2021","1061.0","1"
"Mishra et al.","2021","1062.0","1"
"Mishra et al.","2021","1072.0","1"
"Mishra et al.","2021","1083.0","1"
"MoALFC and World Bank","2021","1425.0","1"
"MoALFC and World Bank","2021","1426.0","1"
"MoALFC and World Bank","2021","1430.0","1"
"MoALFC and World Bank","2021","1431.0","1"
"MoALFC and World Bank","2021","1433.0","1"
"MoALFC and World Bank","2021","1434.0","1"
"MoALFC and World Bank","2021","1435.0","1"
"Mohamed and Squires","2018","694.0","1"
"Mohamed and Squires","2018","696.0","1"
"Mohamed and Squires","2018","716.0","1"
"Mohamed and Squires","2018","717.0","1"
"Mohamed and Squires","2018","721.0","1"
"Mohamed and Squires","2018","700.0","1"
"Mohamed and Squires","2018","702.0","1"
"Mohamed and Squires","2018","711.0","1"
"Mohamed and Squires","2018","719.0","1"
"Mohamed and Squires","2018","723.0","1"
"Mohamed et al.","2019","738.0","1"
"Mohamed et al.","2019","742.0","1"
"Mohamed et al.","2019","752.0","1"
"Mohamed et al.","2019","720.0","1"
"Mohamed et al.","2019","722.0","1"
"Mohamed et al.","2019","724.0","1"
"Mohamed et al.","2019","724.0","1"
"Mohamed et al.","2019","734.0","1"
"Mohamed et al.","2019","734.0","1"
"Mohamed et al.","2019","744.0","1"
"Mohamed et al.","2019","745.0","1"
"Mohanty & Wadhawan","2021","939.0",
"Mohanty & Wadhawan","2021","965.0",
"Mohanty & Wadhawan","2021","967.0",
"Mohanty & Wadhawan","2021","976.0",
"Mohanty et al.","2013","1143.0","1"
"Mojid & Mainuddin","2021","1051.0",
"Mojid & Mainuddin","2021","1074.0",
"Mojid & Mainuddin","2021","1080.0",
"Mojid & Mainuddin","2021","1048.0",
"Mojid & Mainuddin","2021","1069.0",
"Mougou et al.","2010","851.0",
"Msowoya et al.","2016","1510.0","1"
"Msowoya et al.","2016","1526.0","1"
"Msowoya et al.","2016","1544.0","1"
"Msowoya et al.","2016","1546.0","1"
"Msowoya et al.","2016","1548.0","1"
"Msowoya et al.","2016","1553.0","1"
"Msowoya et al.","2016","1546.0","1"
"Msowoya et al.","2016","1553.0","1"
"Mubarik et al.","2005","105.0","1"
"Mulungu et al.","2019","360.0","1"
"Muoki et al.","2020","1427.0","1"
"Muoki et al.","2020","1429.0","1"
"Muoki et al.","2020","1439.0","1"
"Muoki et al.","2020","1441.0","1"
"Muoki et al.","2020","1457.0","1"
"Muoki et al.","2020","1478.0","1"
"Muoki et al.","2020","1479.0","1"
"Mwongera and Gichuru","2021","913.0","1"
"Mächtle","2016","559.0","1"
"Nardone et al.","2010","327.0","1"
"Newell et al.","2019","1327.0","1"
"Ngigi et al.","2021","397.0","1"
"Nguyen et al.","2017","49.0","1"
"Nguyen et al.","2017","50.0","1"
"Nidumolu etal.","2022","1174.0","1"
"Nithin Coca","2020","79.0","1"
"Nkonya.","2016","1284.0","1"
"Nobre et al.","2021","447.0","1"
"Nobre et al.","2021","460.0","1"
"Nobre et al.","2021","461.0","1"
"Nobre et al.","2021","467.0","1"
"Nobre et al.","2021","472.0","1"
"Nobre et al.","2021","446.0","1"
"Nobre et al.","2021","452.0","1"
"Nobre et al.","2021","470.0","1"
"Nobre et al.","2021","471.0","1"
"Noriko et al.","2020","1354.0","1"
"Noriko et al.","2020","1355.0","1"
"OECD","2008","1610.0","1"
"OECD","2008","1624.0","1"
"OECD","2008","1628.0","1"
"OECD","2008","1631.0","1"
"OECD","2008","1632.0","1"
"OECD","2008","1637.0","1"
"OECD","2008","1641.0","1"
"OECD","2008","1642.0","1"
"OECD","2008","1648.0","1"
"OECD/FAO","2018","692.0","1"
"OECD/FAO","2018","694.0","1"
"OECD/FAO","2018","701.0","1"
"OECD/FAO","2018","715.0","1"
"OECD/FAO","2018","721.0","1"
"OECD/FAO","2018","725.0","1"
"OECD/FAO","2018","727.0","1"
"OECD/FAO","2018","728.0","1"
"OECD/FAO","2018","735.0","1"
"OECD/FAO","2018","740.0","1"
"OECD/FAO","2018","753.0","1"
"Olsson et al.","2019","437.0","1"
"Olsson et al.","2019","168.0","1"
"Olsson et al.","2019","578.0","1"
"Onyango","2019","1291.0","1"
"Osei-Adu et al.","2016","1679.0","1"
"Osei-Adu et al.","2016","1687.0","1"
"Osei-Adu et al.","2016","1697.0","1"
"Osei-Adu et al.","2016","1735.0","1"
"Osei-Adu et al.","2016","1737.0","1"
"Osei-Adu et al.","2016","1695.0","1"
"Osei-Adu et al.","2016","1722.0","1"
"Osei-Adu et al.","2016","1723.0","1"
"Osei-Adu et al.","2016","1726.0","1"
"Osei-Adu et al.","2016","1729.0","1"
"Owusu et al.","2020","1679.0","1"
"Owusu et al.","2020","1697.0","1"
"Owusu et al.","2020","1700.0","1"
"Owusu et al.","2020","1737.0","1"
"Owusu et al.","2020","1738.0","1"
"Owusu et al.","2020","1649.0","1"
"Owusu et al.","2020","1650.0","1"
"Owusu et al.","2020","1651.0","1"
"Owusu et al.","2020","1652.0","1"
"Owusu et al.","2020","1653.0","1"
"Owusu et al.","2020","1654.0","1"
"Owusu et al.","2020","1655.0","1"
"Owusu et al.","2020","1657.0","1"
"Owusu et al.","2020","1662.0","1"
"Owusu et al.","2020","1664.0","1"
"Owusu et al.","2020","1666.0","1"
"Owusu et al.","2020","1667.0","1"
"Owusu et al.","2020","1676.0","1"
"Owusu et al.","2020","1699.0","1"
"Owusu et al.","2020","1701.0","1"
"Owusu et al.","2020","1702.0","1"
"Owusu et al.","2020","1703.0","1"
"Owusu et al.","2020","1705.0","1"
"Owusu et al.","2020","1707.0","1"
"Owusu et al.","2020","1708.0","1"
"Owusu et al.","2020","1709.0","1"
"Owusu et al.","2020","1710.0","1"
"Owusu et al.","2020","1711.0","1"
"Owusu et al.","2020","1713.0","1"
"Owusu et al.","2020","1714.0","1"
"Owusu et al.","2020","1721.0","1"
"Owusu et al.","2020","1722.0","1"
"Owusu et al.","2020","1723.0","1"
"Owusu et al.","2020","1724.0","1"
"Owusu et al.","2020","1726.0","1"
"Owusu et al.","2020","1730.0","1"
"OXFAM","2016","22.0","1"
"OXFAM","2016","63.0","1"
"OXFAM","2016","64.0","1"
"OXFAM","2016","20.0","1"
"OXFAM","2016","31.0","1"
"OXFAM","2016","32.0","1"
"OXFAM","2016","65.0","1"
"OXFAM","2016","21.0","1"
"Oxfam","2019","180.0","1"
"Oxfam","2019","183.0","1"
"Oxfam","2019","192.0","1"
"Oxfam","2019","193.0","1"
"Oxfam","2019","211.0","1"
"Oxfam","2019","182.0","1"
"Ozor et al.","2020","1330.0","1"
"Pacillo et al.","2022","620.0","1"
"Pacillo et al.","2022","618.0","1"
"Pacillo et al.","2022","621.0","1"
"Paini et al.","2016","1295.0","1"
"Paini et al.","2016","1311.0","1"
"Pena-Ramos et al.","2022","1308.0","1"
"Perez","2020","654.0","1"
"Perez","2020","656.0","1"
"Perrotti","2011","388.0","1"
"Peter et al.","2017","1276.0","1"
"Petit and Boujenane","2018","745.0","1"
"Peña-Guerrero et al.","2020","562.0","1"
"Peña-Guerrero et al.","2020","563.0","1"
"Peña-Guerrero et al.","2020","600.0","1"
"Piechota et al.","2020","729.0","1"
"Piechota et al.","2020","749.0","1"
"Pipitpukdee et al.","2020","156.0","1"
"Pipitpukdee et al.","2020","157.0","1"
"Pipitpukdee et al.","2020","209.0","1"
"Pipitpukdee et al.","2020","229.0","1"
"Pivello et al.","2021","431.0","1"
"Pivello et al.","2021","432.0","1"
"Pivello et al.","2021","455.0","1"
"Pokharel et al.","2018","1031.0","1"
"Pokharel et al.","2018","1050.0","1"
"Pokharel et al.","2018","1055.0","1"
"Pokharel et al.","2018","1058.0","1"
"Pokharel et al.","2018","1062.0","1"
"Pokharel et al.","2018","1067.0","1"
"Pokharel et al.","2018","1070.0","1"
"Pokharel et al.","2018","1078.0","1"
"Polade et al.","2014","342.0","1"
"Polade et al.","2014","320.0","1"
"Polade et al.","2014","321.0","1"
"Polade et al.","2014","325.0","1"
"Pons","2021","636.0","1"
"Pons","2021","644.0","1"
"Pons","2021","685.0","1"
"Poonam et al.","2018","1148.0","1"
"Poonam et al.","2018","1158.0","1"
"Poonam et al.","2018","1160.0","1"
"Prager et al.","2020","574.0","1"
"Prager et al.","2020","603.0","1"
"Prager et al.","2020","561.0","1"
"Prager et al.","2020","562.0","1"
"Prager et al.","2020","563.0","1"
"Prager et al.","2020","565.0","1"
"Prager et al.","2020","568.0","1"
"Prager et al.","2020","569.0","1"
"Prager et al.","2020","570.0","1"
"Prager et al.","2020","571.0","1"
"Prager et al.","2020","584.0","1"
"Prager et al.","2020","610.0","1"
"Rahman et al.","2019","1090.0","1"
"Rajalahti","2021","123.0","1"
"Rajalahti","2021","137.0","1"
"Ramirez-Cabral et al.","2017","633.0","1"
"Raufu et al.","2018","718.0","1"
"Ravikumar et al.","2016","457.0","1"
"Ravikumar et al.","2016","466.0","1"
"Ravikumar et al.","2016","467.0","1"
"Ravikumar et al.","2016","450.0","1"
"Ravikumar et al.","2016","463.0","1"
"Ravikumar et al.","2016","465.0","1"
"Reda et al.","2015","218.0","1"
"Reda et al.","2015","223.0","1"
"Redhum","2016","478.0","1"
"Redhum","2016","480.0","1"
"Reid et al.","2012","1005.0","1"
"Resurreccion et al.","2008","123.0","1"
"Resurreccion et al.","2008","137.0","1"
"Rivera et al.","2021","563.0","1"
