"Resource ID","Resource year","ID","Number"
"Gardner et al.","2016","441.0",
"Gardner et al.","2016","443.0",
"Gardner et al.","2016","445.0",
"Gardner et al.","2016","456.0",
"Gardner et al.","2016","459.0",
"Gardner et al.","2016","472.0",
"Gardner et al.","2016","473.0",
"Gebre et al.","2015","1374.0",
"Gebre et al.","2015","1375.0",
"Gebre et al.","2015","1376.0",
"Gebre et al.","2015","1394.0",
"GIZ Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH Website",,"553.0",
"GIZ","2019","992.0",
"GIZ","2019","1004.0",
"GIZ","2019","1016.0",
"Hiwasaki et al.","2016 ","211.0",
"Hughes","2014 ","1185.0",
"IFAD","2017","133.0","1"
"IFAD","2021","370.0","1"
"IICA","2020","273.0",
"IMF","2021","1289.0","1"
"J Dixon et al.","2001","312.0",
"J Dixon et al.","2001","313.0",
"J.Dixon et al.","2001","94.0",
"World Bank","2021","94.0","1"
"Jorisch D et al.",,"305.0",
"Kabed",,"1195.0",
"Kabed",,"1225.0",
"Kamunya","2022","1441.0",
"Kamunya","2022","1436.0",
"Kamunya","2022","1437.0",
"Kamunya","2022","1438.0",
"Kamunya","2022","1480.0",
"Kamunya","2022","1481.0",
"Kamunya","2022","1482.0",
"Kamunya","2022","1483.0",
"Kamunya","2022","1492.0",
"Kandji et al.","2006","1162.0","1"
"Kirby","2022","1162.0","1"
"Kaspersen and Foyn","2010","1460.0","1"
"Landicho","2019","184.0",
"Lewis.","2018","830.0",
"Mapplecroft","2014","269.0",
"Mapplecroft","2014","270.0",
"Mapplecroft","2014","270.0",
"Mapplecroft","2014","271.0",
"Mapplecroft","2014","281.0",
"Mapplecroft","2014","284.0",
"Mapplecroft","2014","284.0",
"Mapplecroft","2014","285.0",
"Marquardt et al.","2019","440.0",
"Marquardt et al.","2019","442.0",
"Marquardt et al.","2019","446.0",
"Marquardt et al.","2019","447.0",
"Marquardt et al.","2019","461.0",
"Marquardt et al.","2019","467.0",
"Marquardt et al.","2019","448.0",
"Marquardt et al.","2019","468.0",
"Marty","2015","845.0",
"Mendoza-Espinosa and Daessle","2018","572.0",
"Mendoza-Espinosa and Daessle","2018","573.0",
"Meza.","2012","594.0",
"Michel","2018","773.0",
"Mortimore & Adams","2008","1598.0",
"Mougou et al.","2010","858.0",
"Emife and Emeka","2020","1288.0",
"Namdar et al.","2021","777.0",
"Namdar et al.","2021","805.0",
"Namdar et al.","2021","806.0",
"Namdar et al.","2021","809.0",
"Namdar et al.","2021","817.0",
"Namdar et al.","2021","827.0",
"Namdar et al.","2021","836.0",
"Nandan et al.","2019","1145.0",
"Nandan et al.","2019","1118.0",
"Ngigi Stephen and Denning  G.","2011","1324.0",
"Nigatu A. et al.","2019","1347.0",
"Ochoa-Noriega et al.","2020","562.0",
"Ochoa-Noriega et al.","2020","563.0",
"Ochoa-Noriega et al.","2020","573.0",
"Ochoa-Noriega et al.","2020","580.0",
"Ochoa-Noriega et al.","2020","594.0",
"Ochoa-Noriega et al.","2020","598.0",
"Ochoa-Noriega et al.","2020","600.0",
"OECD","2018","803.0",
"OECD","2018","840.0",
"Oteng-Darko P.","2022","1668.0",
"Peyton Fleming","2019","1290.0",
"Portugal","2019","594.0",
"Portugal","2019","598.0",
"Reeves et al.","2016","676.0",
"Reserve Bank of India","2018","963.0",
"Reserve Bank of India","2018","982.0",
"RICCAR",,"763.0",
"Ridley","2010","1441.0",
"S Alobo Loison ","2015","1322.0",
"S.Zingore et al.","2015","1275.0",
"Second National Communication","2012","992.0",
"Second National Communication","2012","940.0",
"Second National Communication","2012","969.0",
"Second National Communication","2012","993.0",
"Second National Communication","2012","1017.0",
"Smajgl et al","2015","6.0",
"Smajgl et al.","2015","2.0",
"Smith et al.","2021","1145.0",
"Thierfelder","2021","358.0",
"Thierfelder","2021","383.0",
"Thierfelder","2021","1501.0",
"Thierfelder","2021","1502.0",
"Thierfelder","2021","1503.0",
"Thierfelder","2021","1504.0",
"Thierfelder","2021","1505.0",
"Thierfelder","2021","1507.0",
"Thierfelder","2021","1508.0",
"Thierfelder","2021","1509.0",
"Thierfelder","2021","1510.0",
"Thierfelder","2021","1511.0",
"Thierfelder","2021","1512.0",
"Thierfelder","2021","1513.0",
"Thierfelder","2021","1514.0",
"Thierfelder","2021","1515.0",
"Thierfelder","2021","1516.0",
"Thierfelder","2021","1517.0",
"Thierfelder","2021","1519.0",
"Thierfelder","2021","1521.0",
"Thierfelder","2021","1526.0",
"Thierfelder","2021","1527.0",
"Thierfelder","2021","1528.0",
"Thierfelder","2021","1529.0",
"Thierfelder","2021","1530.0",
"Thierfelder","2021","1534.0",
"Thierfelder","2021","1535.0",
"Thierfelder","2021","1536.0",
"Thierfelder","2021","1537.0",
"Thierfelder","2021","1538.0",
"Thierfelder","2021","1539.0",
"Thierfelder","2021","1540.0",
"Thierfelder","2021","1541.0",
"Thierfelder","2021","1542.0",
"Thierfelder","2021","1544.0",
"Thierfelder","2021","1545.0",
"Thierfelder","2021","1546.0",
"Thierfelder","2021","1549.0",
"Thierfelder","2021","1550.0",
"Thierfelder","2021","1553.0",
"Thierfelder","2021","1561.0",
"Thierfelder","2021","1562.0",
"Thierfelder","2021","1563.0",
"Thierfelder","2021","1547.0",
"Thierfelder","2021","1548.0",
"Thierfelder","2021","1551.0",
"Thierfelder","2021","1558.0",
"Thierfelder","2021","1559.0",
"Thierfelder","2021","1506.0",
"Haarhoff et al.","2020","1506.0","1"
"Thierfelder","2021","1543.0",
"Msowoya et al.","2016","1543.0","1"
"Thornton & Herrero","2015","1404.0",
"Thuy Le Toan et al.","2021","27.0",
"Thuy Le Toan et al.","2021","24.0",
"Thuy Le Toan et al.","2021","9.0",
"Thuy Le Toan et al.","2021","20.0",
"Thuy Le Toan et al.","2021","56.0",
"Thuy Le Toan et al.","2021","3.0",
"Thuy Le Toan et al.","2021","4.0",
"Thuy Le Toan et al.","2021","7.0",
"Thuy Le Toan et al.","2021","8.0",
"Thuy Le Toan et al.","2021","10.0",
"Thuy Le Toan et al.","2021","34.0",
"Thuy Le Toan et al.","2021","45.0",
"Trillion Trees website",,"535.0",
"Turner et al.","2011","1592.0",
"Turner et al.","2011","1593.0",
"UDAID","2017","925.0",
"UDAID","2017","928.0",
"UN","2009","1323.0","1"
"UNEP","2019","535.0",
"USGS and USAID","2012","1163.0","1"
"USGS and USAID","2012","1164.0","1"
"Venus et al.","2022","1039.0",
"Verner","2012","881.0","1"
"Verner","2012","907.0","1"
"Verner","2012","910.0","1"
"WHO","2020","1343.0",
"WHO","2020","1344.0",
"WHO","2020","1345.0",
"WHO","2020","1349.0",
"Wold Bank Climate Change Knowledge Portal",,"925.0",
"Wold Bank Climate Change Knowledge Portal",,"927.0",
"Wold Bank Climate Change Knowledge Portal",,"928.0",
"Wold Bank","2014","482.0",
"World Agroforesty",,"829.0",
"World Bank",,"297.0",
"World Bank and USAID","2017","387.0",
"World Bank and USAID","2017","393.0",
"World Bank Climate Change Knowledge Portal",,"929.0",
"World Bank","2021","1009.0","1"
"World Bank","2017",,
"World Bank","2017",,
"World Bank","2017",,
"World Bank","2017",,
"World Meteorological Organization","2020","240.0",
"World Meteorological Organization","2021","243.0",
"World Meteorological Organization","2021","314.0",
"World Meteorological Organization","2021","233.0",
"World Meteorological Organization","2021","234.0",
"World Meteorological Organization","2021","236.0",
"World Meteorological Organization","2021","237.0",
"World Meteorological Organization","2021","238.0",
"World Meteorological Organization","2021","248.0",
"World Meteorological Organization","2021","251.0",
"World Meteorological Organization","2021","255.0",
"World Meteorological Organization","2021","258.0",
"World Meteorological Organization","2021","287.0",
"Zougmore et al.","2016","1185.0","1"
"Kabede et al.","2021","1185.0","1"
